time,SSID,BSSID,RSSI
2024-11-17T09:49:26.630,KT_GiGA_F71F,1c:ec:72:57:f7:22,-82
2024-11-17T09:49:26.630,U+Net7834,18:c5:01:ba:78:36,-80
2024-11-17T09:49:26.630,KT_GiGA_3533,0c:96:cd:da:35:37,-79
2024-11-17T09:49:26.630,SK_WiFiGIGAE2B9,08:5d:dd:a6:e2:bc,-79
2024-11-17T09:49:26.630,KT_GiGA_5G_BB38,60:29:d5:55:bb:3b,-94
2024-11-17T09:49:26.630,ppointmesh,70:5d:cc:a8:d5:56,-93
2024-11-17T09:49:26.630,KT_GiGA_5CE8,60:29:d5:66:5c:ec,-81
2024-11-17T09:49:26.630,SK_WiFiGIGAD0C0_5G,04:09:a5:2b:d0:c2,-94
2024-11-17T09:49:26.630,KT_GiGA_D034,1c:ec:72:4b:d0:37,-79
2024-11-17T09:49:26.630,KT_GiGA_Mesh_D034,22:ec:72:4b:d0:37,-80
2024-11-17T09:49:26.630,AT_401_RAC_056905_WW_30c7,1c:39:29:1b:30:c7,-85
2024-11-17T09:49:26.630,U+Net9130,80:ca:4b:28:91:32,-79
2024-11-17T09:49:39.618,KT_GiGA_5G_Wave2_3EF2,b4:a9:4f:66:3e:f5,-84
2024-11-17T09:49:39.618,ENTC_2G,b4:a9:4f:46:15:90,-79
2024-11-17T09:49:39.618,U+Net3638_5G,18:c5:01:a7:36:3b,-79
2024-11-17T09:49:39.618,SK_9AB0_5G,38:f4:5e:04:9a:b2,-91
2024-11-17T09:49:39.618,U+Net7318_5G,80:ca:4b:3f:73:1b,-85
2024-11-17T09:49:39.618,U+Net925B_5G,88:3c:1c:d6:92:59,-85
2024-11-17T09:49:39.618,KT_GiGA_5G_88AB,88:3c:1c:58:88:ae,-92
2024-11-17T09:49:39.618,SK_9AB0_2.4G,38:f4:5e:04:9a:b3,-82
2024-11-17T09:49:39.618,SK_WiFiFB82_5G,00:23:aa:43:fb:80,-92
2024-11-17T09:49:39.618,U+Net7318,80:ca:4b:3f:73:1a,-80
2024-11-17T09:49:39.618,U+Net018D_5G,0c:96:cd:a6:01:8b,-82
2024-11-17T09:49:39.618,SK_WiFiGIGA8330_5G,42:23:aa:bc:83:33,-89
2024-11-17T09:49:39.618,skyiptime8C3D,58:86:94:e2:8c:3e,-84
2024-11-17T09:49:39.618,MABE_5G,58:86:94:a7:5e:a0,-85
2024-11-17T09:49:39.618,U+Net8F0F,18:c5:01:10:8f:0e,-85
2024-11-17T09:49:39.618,U+NetD962,88:3c:1c:43:d9:61,-81
2024-11-17T09:49:39.618,U+Net9130_5G,80:ca:4b:28:91:33,-80
2024-11-17T09:49:39.618,SK_WiFiGIGA8330_2.4G,42:23:aa:bc:83:32,-79
2024-11-17T09:49:39.618,SK_C0FC_2.4G,38:f4:5e:0e:c0:ff,-81
2024-11-17T09:49:39.618,SO070VOIP9570,64:ee:b7:00:95:72,-79
2024-11-17T09:49:39.618,stmj,88:36:6c:58:04:22,-83
2024-11-17T09:49:39.618,DIRECT-xUM268x_M289x Series,86:25:19:ca:90:d4,-80
2024-11-17T09:49:39.618,[system a/c]_E30AJT0233148H,50:fd:d5:d5:8d:b1,-88
2024-11-17T09:49:39.618,U+NetEECC_5G,80:ca:4b:40:ee:cf,-88
2024-11-17T09:49:39.618,SK_WiFiGIGADD65_2.4G,3a:5d:dd:57:dd:68,-88
2024-11-17T09:49:39.618,KT_GiGA_5G_7DAB,50:46:ae:56:7d:ae,-89
2024-11-17T09:49:39.618,KT_GiGA_5G_Wave2_0238,60:29:d5:07:02:3b,-87
2024-11-17T09:49:39.618,KT_GiGA_2G_Wave2_303D,88:3c:1c:a6:30:41,-84
2024-11-17T09:49:39.618,KT_GiGA_5G_BAC2,50:46:ae:c2:ba:c5,-86
2024-11-17T09:49:39.618,LUCKY_5G,5a:86:94:c0:02:84,-92
2024-11-17T09:49:39.618,U+Net795E,1c:56:8e:65:18:0e,-82
2024-11-17T09:49:39.618,KT_GiGA_5G_E14E,1c:ec:72:17:e1:52,-91
2024-11-17T09:49:39.618,SK_WiFiGIGA8D92_5G,0c:96:cd:1e:8d:94,-91
2024-11-17T09:49:39.618,SK_WiFiGIGA8D92_Mesh,1e:96:cd:1e:8d:94,-91
2024-11-17T09:49:39.618,KT_GiGA_5G_17FE,88:3c:1c:53:18:01,-95
2024-11-17T09:49:39.618,SK_D32A_5G,28:4e:e9:23:d3:2c,-89
2024-11-17T09:49:39.618,fieldcure_guest,72:5d:cc:34:a8:86,-82
2024-11-17T09:49:52.694,KT_GiGA_5G_Wave2_3EF2,b4:a9:4f:66:3e:f5,-88
2024-11-17T09:49:52.694,U+Net925B_5G,88:3c:1c:d6:92:59,-93
2024-11-17T09:49:52.694,U+Net018D_5G,0c:96:cd:a6:01:8b,-87
2024-11-17T09:49:52.694,skyiptime8C3D,58:86:94:e2:8c:3e,-85
2024-11-17T09:49:52.694,MABE_5G,58:86:94:a7:5e:a0,-93
2024-11-17T09:49:52.694,U+Net018D,0c:96:cd:a6:01:8c,-81
2024-11-17T09:49:52.694,U+Net8F0F,18:c5:01:10:8f:0e,-81
2024-11-17T09:49:52.694,U+Net9130_5G,80:ca:4b:28:91:33,-81
2024-11-17T09:49:52.694,SK_C0FC_2.4G,38:f4:5e:0e:c0:ff,-81
2024-11-17T09:49:52.694,SO070VOIP9570,64:ee:b7:00:95:72,-81
2024-11-17T09:49:52.694,U+NetEECC_5G,80:ca:4b:40:ee:cf,-83
2024-11-17T09:49:52.694,KT_GiGA_5G_Wave2_0238,60:29:d5:07:02:3b,-81
2024-11-17T09:49:52.694,KT_GiGA_2G_Wave2_303D,88:3c:1c:a6:30:41,-87
2024-11-17T09:49:52.694,KT_GiGA_5G_BAC2,50:46:ae:c2:ba:c5,-88
2024-11-17T09:49:52.694,KT_GiGA_5G_E14E,1c:ec:72:17:e1:52,-91
2024-11-17T09:49:52.694,SK_D32A_5G,28:4e:e9:23:d3:2c,-89
2024-11-17T09:49:52.694,SK_WiFiGIGAD0C0_2.4G,04:09:a5:2b:d0:c3,-82
2024-11-17T09:49:52.694,ENTC_5G,b4:a9:4f:46:15:8f,-79
2024-11-17T09:49:52.694,KT_GiGA_Mesh_5168,0c:96:cd:63:e1:3d,-80
2024-11-17T09:49:52.694,SK_WiFiGIGA8E06_5G,50:46:ae:50:8e:08,-81
2024-11-17T09:49:52.694,SK_WIFI_IPTV_8E06,5a:46:ae:50:8e:08,-82
2024-11-17T09:49:52.694,KT_GiGA_5G_F71F,1c:ec:72:57:f7:23,-87
2024-11-17T09:49:52.694,SK_WiFiGIGACA65,08:5d:dd:b0:ca:68,-79
2024-11-17T09:49:52.694,SK_WiFiGIGACA65_2.4G,3a:5d:dd:b0:ca:68,-80
2024-11-17T09:49:52.694,KT_GiGA_5G_Wave2_BC3A,00:07:89:bc:bc:3e,-95
2024-11-17T09:49:52.694,SK_WiFiGIGAE2B9_5G,08:5d:dd:a6:e2:bb,-91
2024-11-17T09:49:52.694,KT_GiGA_Mesh_5168,0c:96:cd:63:e1:3c,-89
2024-11-17T09:49:52.694,SK_WiFiGIGAE2B9,3a:5d:dd:a6:e2:bb,-88
2024-11-17T09:49:52.694,KT_GiGA_2G_Wave2_0238,60:29:d5:07:02:3c,-81
2024-11-17T09:49:52.694,ppointmesh,70:5d:cc:a8:d7:06,-92
2024-11-17T09:49:52.694,U+Net7834,18:c5:01:ba:78:36,-80
2024-11-17T09:49:52.694,KT_GiGA_5G_5CE8,60:29:d5:66:5c:eb,-93
2024-11-17T09:49:52.694,KT_GiGA_5G_HanOkJip,00:07:89:7d:13:37,-90
2024-11-17T09:49:52.694,SK_WiFiGIGAD0C0_5G,04:09:a5:2b:d0:c2,-92
2024-11-17T09:49:52.694,A_Brick,72:5d:cc:c1:76:bc,-86
2024-11-17T09:49:52.694,AT_301_ML32PWFOTA_4689,4c:bc:e9:e0:46:89,-86
2024-11-17T09:49:52.694,gatoperro,90:9f:33:8c:20:c6,-87
2024-11-17T09:50:05.746,KT_GiGA_5G_Wave2_3EF2,b4:a9:4f:66:3e:f5,-93
2024-11-17T09:50:05.746,U+Net3638_5G,18:c5:01:a7:36:3b,-79
2024-11-17T09:50:05.746,U+Net9130_5G,80:ca:4b:28:91:33,-80
2024-11-17T09:50:05.746,KT_GiGA_5G_Wave2_0238,60:29:d5:07:02:3b,-76
2024-11-17T09:50:05.746,KT_GiGA_2G_Wave2_303D,88:3c:1c:a6:30:41,-84
2024-11-17T09:50:05.746,KT_GiGA_5G_E14E,1c:ec:72:17:e1:52,-93
2024-11-17T09:50:05.746,SK_D32A_5G,28:4e:e9:23:d3:2c,-91
2024-11-17T09:50:05.746,ENTC_5G,b4:a9:4f:46:15:8f,-80
2024-11-17T09:50:05.746,SK_WiFiGIGA8E06_5G,50:46:ae:50:8e:08,-81
2024-11-17T09:50:05.746,SK_WIFI_IPTV_8E06,5a:46:ae:50:8e:08,-81
2024-11-17T09:50:05.746,KT_GiGA_Mesh_5168,0c:96:cd:63:e1:3c,-91
2024-11-17T09:50:05.746,ppointmesh,70:5d:cc:a8:d7:06,-84
2024-11-17T09:50:05.746,gatoperro,90:9f:33:8c:20:c6,-85
2024-11-17T09:50:05.746,olleh_WiFi_2B60,08:5d:dd:81:2b:64,-91
2024-11-17T09:50:05.746,[floor a/c]_E30AJT0003367A,50:fd:d5:e3:b5:86,-85
2024-11-17T09:50:05.746,DIRECT-xUM268x_M289x Series,86:25:19:ca:90:d4,-82
2024-11-17T09:50:05.746,KT_GiGA_5G_8F93,50:46:ae:e5:8f:96,-88
2024-11-17T09:50:05.746,KT_GiGA_5G_3533,0c:96:cd:da:35:36,-82
2024-11-17T09:50:05.746,KT_GiGA_8F93,50:46:ae:e5:8f:97,-81
2024-11-17T09:50:05.746,SK_WiFiGIGAEF60_5G,08:5d:dd:d7:ef:62,-92
2024-11-17T09:50:05.746,ppointmesh,70:5d:cc:d5:10:f4,-93
2024-11-17T09:50:05.746,studioAM_5,08:5d:dd:cd:ab:61,-94
2024-11-17T09:50:05.746,stmj5G,88:36:6c:58:04:20,-90
2024-11-17T09:50:05.746,SK_WiFiGIGAEF60,3a:5d:dd:d7:ef:62,-91
2024-11-17T09:50:05.746,U+Net795E_5G,1c:56:8e:65:18:0f,-95
2024-11-17T09:50:05.746,KT_GiGA_5G_EA89,0c:96:cd:2c:ea:8c,-82
2024-11-17T09:50:05.746,ppointmesh,70:5d:cc:a8:d5:56,-92
2024-11-17T09:50:05.746,ppointmesh,70:5d:cc:d4:10:f4,-83
2024-11-17T09:50:05.746,U+Net7FA3,70:25:59:1b:7f:a1,-79
2024-11-17T09:50:05.746,U+Net3BB7,08:5d:dd:e7:3b:b5,-85
2024-11-17T09:50:18.799,KT_GiGA_5G_Wave2_3EF2,b4:a9:4f:66:3e:f5,-95
2024-11-17T09:50:18.799,U+Net3638_5G,18:c5:01:a7:36:3b,-78
2024-11-17T09:50:18.799,U+Net018D,0c:96:cd:a6:01:8c,-80
2024-11-17T09:50:18.799,U+Net9130_5G,80:ca:4b:28:91:33,-84
2024-11-17T09:50:18.799,KT_GiGA_BAC2,50:46:ae:c2:ba:c6,-79
2024-11-17T09:50:18.799,KT_GiGA_5G_Wave2_0238,60:29:d5:07:02:3b,-78
2024-11-17T09:50:18.799,SK_D32A_5G,28:4e:e9:23:d3:2c,-85
2024-11-17T09:50:18.799,ENTC_5G,b4:a9:4f:46:15:8f,-80
2024-11-17T09:50:18.799,SK_WiFiGIGA8E06_5G,50:46:ae:50:8e:08,-86
2024-11-17T09:50:18.799,SK_WIFI_IPTV_8E06,5a:46:ae:50:8e:08,-86
2024-11-17T09:50:18.799,SK_WiFiGIGAE2B9_5G,08:5d:dd:a6:e2:bb,-76
2024-11-17T09:50:18.799,KT_GiGA_Mesh_5168,0c:96:cd:63:e1:3c,-85
2024-11-17T09:50:18.799,SK_WiFiGIGAE2B9,3a:5d:dd:a6:e2:bb,-76
2024-11-17T09:50:18.799,ppointmesh,70:5d:cc:a8:d7:06,-90
2024-11-17T09:50:18.799,gatoperro,90:9f:33:8c:20:c6,-88
2024-11-17T09:50:18.799,ppointmesh,70:5d:cc:d5:10:f4,-89
2024-11-17T09:50:18.799,KT_GiGA_5G_EA89,0c:96:cd:2c:ea:8c,-89
2024-11-17T09:50:18.799,U+Net7FA3,70:25:59:1b:7f:a1,-80
2024-11-17T09:50:18.799,U+Net8F0F,18:c5:01:10:8f:0e,-80
2024-11-17T09:50:18.799,[system a/c]_E30AJT0233148H,50:fd:d5:d5:8d:b1,-82
2024-11-17T09:50:18.799,KT_GiGA_5G_F71F,1c:ec:72:57:f7:23,-84
2024-11-17T09:50:18.799,SK_WiFiGIGABD0C_5G,42:23:aa:bd:bd:0f,-95
2024-11-17T09:50:18.799,LUCKY_5G,5a:86:94:c0:02:84,-93
2024-11-17T09:50:18.799,MABE_5G,58:86:94:a7:5e:a0,-92
2024-11-17T09:50:18.799,SK_BEB6_2.4G,28:4e:e9:22:be:b9,-79
2024-11-17T09:50:18.799,KT_GiGA_5G_HanOkJip,00:07:89:7d:13:37,-92
2024-11-17T09:50:18.799,SK_WiFiGIGAB0E8_2.4G,04:09:a5:2f:b0:eb,-85
2024-11-17T09:50:18.799,SK_WiFiGIGA4FE0_Mesh,1e:96:cd:e6:4f:e3,-85
2024-11-17T09:50:18.799,telecop,58:86:94:7c:4c:10,-79
2024-11-17T09:50:18.799,SK_WiFiGIGA8330,00:23:aa:bc:83:32,-84
2024-11-17T09:50:18.799,SO070VOIPB779,bc:e0:01:7f:b7:7b,-79
2024-11-17T09:50:18.799,DLive_721D,bc:62:ce:c1:72:22,-81
2024-11-17T09:50:18.799,SONMANDOO,70:5d:cc:6c:57:44,-85
2024-11-17T09:50:18.799,SK_WiFiFB82_5G,00:23:aa:43:fb:80,-95
2024-11-17T09:50:31.855,U+Net3638_5G,18:c5:01:a7:36:3b,-85
2024-11-17T09:50:31.855,U+Net9130_5G,80:ca:4b:28:91:33,-95
2024-11-17T09:50:31.855,KT_GiGA_3533,0c:96:cd:da:35:37,-81
2024-11-17T09:50:31.855,U+Net9130,80:ca:4b:28:91:32,-84
2024-11-17T09:50:31.855,KT_GiGA_5G_Wave2_0238,60:29:d5:07:02:3b,-87
2024-11-17T09:50:31.855,SK_D32A_2.4G,28:4e:e9:23:d3:2d,-81
2024-11-17T09:50:31.855,SK_WiFiGIGAE2B9_5G,08:5d:dd:a6:e2:bb,-91
2024-11-17T09:50:31.855,SK_WiFiGIGAE2B9,3a:5d:dd:a6:e2:bb,-93
2024-11-17T09:50:31.855,KT_GiGA_2G_Wave2_0238,60:29:d5:07:02:3c,-79
2024-11-17T09:50:31.855,U+Net7FA3,70:25:59:1b:7f:a1,-82
2024-11-17T09:50:31.855,U+Net8F0F,18:c5:01:10:8f:0e,-87
2024-11-17T09:50:31.855,MABE_5G,58:86:94:a7:5e:a0,-81
2024-11-17T09:50:31.855,ppointmesh,70:5d:cc:a8:d5:54,-79
2024-11-17T09:50:31.855,KT_GiGA_5G_HanOkJip,00:07:89:7d:13:37,-94
2024-11-17T09:50:31.855,SK_WiFiGIGA4FE0_Mesh,1e:96:cd:e6:4f:e3,-79
2024-11-17T09:50:31.855,SONMANDOO,70:5d:cc:6c:57:44,-85
2024-11-17T09:50:31.855,SK_WiFiFB82_5G,00:23:aa:43:fb:80,-96
2024-11-17T09:50:31.855,SK_WiFiGIGA1E87_2.4G,42:23:aa:91:1e:86,-87
2024-11-17T09:50:31.855,SK_C0FC_2.4G,38:f4:5e:0e:c0:ff,-82
2024-11-17T09:50:31.855,U+Net7318,80:ca:4b:3f:73:1a,-84
2024-11-17T09:50:31.855,vamos!!!,80:ca:4b:7c:28:ce,-84
2024-11-17T09:50:31.855,KT_GiGA_5G_8F93,50:46:ae:e5:8f:96,-88
2024-11-17T09:50:31.855,LUCKY,58:86:94:80:02:84,-86
2024-11-17T09:50:31.855,KT_WiFi_2G_C2CA,b4:a9:4f:32:c2:ce,-81
2024-11-17T09:50:31.855,SK_9CA4_2.4G,28:4e:e9:0a:9c:a7,-80
2024-11-17T09:50:31.855,KT_GiGA_F8D9,0c:96:cd:d9:f8:dd,-85
2024-11-17T09:50:31.855,KT_GiGA_Mesh_F8D9,12:96:cd:d9:f8:dd,-84
2024-11-17T09:50:31.855,skyiptime8C3D,58:86:94:e2:8c:3e,-79
2024-11-17T09:50:31.855,SK_WiFiGIGABD0C,00:23:aa:bd:bd:0f,-91
2024-11-17T09:50:31.855,skyiptime5g8C3D,58:86:94:e2:8c:3c,-92
2024-11-17T09:50:31.855,Pig,06:29:d5:74:05:e2,-84
2024-11-17T09:50:31.855,SK_WiFiGIGA8D92_5G,0c:96:cd:1e:8d:94,-92
2024-11-17T09:50:31.855,KT_GiGA_5G_17FE,88:3c:1c:53:18:01,-94
2024-11-17T09:50:31.855,KT_GiGA_D034,1c:ec:72:4b:d0:37,-84
2024-11-17T09:50:31.855,U+NetDAF7,88:3c:1c:e9:da:f6,-80
2024-11-17T09:50:31.855,Pig5,0a:29:d5:73:ec:b3,-94
2024-11-17T09:50:31.855,K,0a:29:d5:73:ec:b4,-94
2024-11-17T09:50:44.926,SK_WiFiGIGAE2B9_5G,08:5d:dd:a6:e2:bb,-86
2024-11-17T09:50:44.926,SK_WiFiGIGAE2B9,3a:5d:dd:a6:e2:bb,-88
2024-11-17T09:50:44.926,MABE_5G,58:86:94:a7:5e:a0,-89
2024-11-17T09:50:44.926,ppointmesh,70:5d:cc:a8:d5:54,-80
2024-11-17T09:50:44.926,KT_GiGA_5G_HanOkJip,00:07:89:7d:13:37,-88
2024-11-17T09:50:44.926,SONMANDOO,70:5d:cc:6c:57:44,-80
2024-11-17T09:50:44.926,SK_WiFiGIGA1E87_2.4G,42:23:aa:91:1e:86,-85
2024-11-17T09:50:44.926,SK_C0FC_2.4G,38:f4:5e:0e:c0:ff,-81
2024-11-17T09:50:44.926,KT_GiGA_5G_8F93,50:46:ae:e5:8f:96,-86
2024-11-17T09:50:44.926,SK_WiFiGIGABD0C,00:23:aa:bd:bd:0f,-91
2024-11-17T09:50:44.926,KT_GiGA_5780,50:46:ae:8b:57:84,-80
2024-11-17T09:50:44.926,Pig5,0a:29:d5:73:ec:b3,-92
2024-11-17T09:50:44.926,K,0a:29:d5:73:ec:b4,-92
2024-11-17T09:50:44.926,iptimeMODA,58:86:94:e9:b6:36,-84
2024-11-17T09:50:44.926,SK_9CA4_5G,28:4e:e9:0a:9c:a6,-84
2024-11-17T09:50:44.926,KT_GiGA_Mesh_EAA0,0c:96:cd:7f:82:11,-86
2024-11-17T09:50:44.926,KT_GiGA_5G_EAA0,60:29:d5:4a:ea:a3,-84
2024-11-17T09:50:44.926,KT_GiGA_Mesh_EAA0,62:29:d5:4a:ea:a3,-84
2024-11-17T09:50:44.926,[system a/c]_E30AJT0233050W,bc:10:2f:04:7a:47,-80
2024-11-17T09:50:44.926,KT_WLAN_B664_5GHz,00:27:1c:b6:36:4d,-84
2024-11-17T09:50:44.926,KT_GiGA_Mesh_2239,22:ec:72:54:22:3c,-80
2024-11-17T09:50:44.926,jkglory,70:5d:cc:54:6e:3e,-84
2024-11-17T09:50:44.926,U+Net3638,18:c5:01:a7:36:3a,-85
2024-11-17T09:50:44.926,KT_GiGA_5G_2239,1c:ec:72:54:22:3d,-85
2024-11-17T09:50:44.926,KT_GiGA_Mesh_2239,22:ec:72:54:22:3d,-85
2024-11-17T09:50:44.926,SK_WiFiFB82,00:23:aa:43:fb:81,-79
2024-11-17T09:50:44.926,KT_GiGA_2239,1c:ec:72:54:22:3c,-80
2024-11-17T09:50:44.926,SK_WiFiGIGA11E8_5G,50:46:ae:70:11:ea,-89
2024-11-17T09:50:44.926,Synology Router,88:36:6c:ea:5e:8c,-83
2024-11-17T09:50:44.926,KT_GiGA_EAA0,60:29:d5:4a:ea:a4,-83
2024-11-17T09:50:44.926,SK_WiFiGIGABD0C_5G,42:23:aa:bd:bd:0f,-92
2024-11-17T09:50:44.926,iptimeMODA_5G,58:86:94:e9:b6:34,-94
2024-11-17T09:50:44.926,KT_GiGA_Mesh_5168,0c:96:cd:63:e1:3c,-94
2024-11-17T09:50:44.926,ASUS_kem_dwb,24:4b:fe:2c:73:78,-94
2024-11-17T09:50:44.926,KT_GiGA_5G_311C,50:46:ae:19:31:1f,-94
2024-11-17T09:50:44.926,KT_GiGA_Mesh_EAA0,0c:96:cd:7f:82:12,-79
2024-11-17T09:50:44.926,SK_BEB6_5G,28:4e:e9:22:be:b8,-91
2024-11-17T09:50:44.926,KT_GiGA_BAC2,50:46:ae:c2:ba:c6,-80
2024-11-17T09:50:44.926,SK_D32A_5G,28:4e:e9:23:d3:2c,-92
2024-11-17T09:50:44.926,KT_GiGA_5G_EA89,0c:96:cd:2c:ea:8c,-87
2024-11-17T09:50:44.926,SK_WiFiGIGAE2B9,08:5d:dd:a6:e2:bc,-79
2024-11-17T09:50:44.926,KT_WiFi_2G_A12C,88:3c:1c:af:a1:30,-80
2024-11-17T09:50:44.926,KT_GiGA_EA89,0c:96:cd:2c:ea:8d,-79
2024-11-17T09:50:44.926,Pig,0a:29:d5:73:ec:b2,-92
2024-11-17T09:50:57.972,MABE_5G,58:86:94:a7:5e:a0,-91
2024-11-17T09:50:57.972,SK_BEB6_2.4G,28:4e:e9:22:be:b9,-81
2024-11-17T09:50:57.972,ppointmesh,70:5d:cc:a8:d5:54,-79
2024-11-17T09:50:57.972,KT_GiGA_5G_HanOkJip,00:07:89:7d:13:37,-87
2024-11-17T09:50:57.972,SK_WiFiGIGA1E87_2.4G,42:23:aa:91:1e:86,-84
2024-11-17T09:50:57.972,KT_GiGA_Mesh_EAA0,0c:96:cd:7f:82:11,-87
2024-11-17T09:50:57.972,KT_GiGA_5G_EAA0,60:29:d5:4a:ea:a3,-85
2024-11-17T09:50:57.972,KT_GiGA_Mesh_EAA0,62:29:d5:4a:ea:a3,-85
2024-11-17T09:50:57.972,U+Net3638,18:c5:01:a7:36:3a,-81
2024-11-17T09:50:57.972,KT_GiGA_5G_2239,1c:ec:72:54:22:3d,-84
2024-11-17T09:50:57.972,KT_GiGA_Mesh_2239,22:ec:72:54:22:3d,-84
2024-11-17T09:50:57.972,Synology Router,88:36:6c:ea:5e:8c,-90
2024-11-17T09:50:57.972,ASUS_kem_dwb,24:4b:fe:2c:73:78,-90
2024-11-17T09:50:57.972,KT_GiGA_F71F,1c:ec:72:57:f7:22,-81
2024-11-17T09:50:57.972,SK_BEB6_5G,28:4e:e9:22:be:b8,-89
2024-11-17T09:50:57.972,KT_GiGA_5G_EA89,0c:96:cd:2c:ea:8c,-92
2024-11-17T09:50:57.972,adiergarden,70:5d:cc:52:63:3e,-79
2024-11-17T09:50:57.972,Synology Router,8a:36:6c:ca:5e:8c,-80
2024-11-17T09:50:57.972,ASUS_kem,24:4b:fe:2c:73:70,-81
2024-11-17T09:50:57.972,U+Net51D0,18:c5:01:85:51:d2,-86
2024-11-17T09:50:57.972,U+Net9BA8_5G,98:77:e7:ad:05:42,-82
2024-11-17T09:50:57.972,LUCKY_5G,5a:86:94:c0:02:84,-90
2024-11-17T09:50:57.972,U+Net3508_5G,18:c5:01:b7:35:0b,-90
2024-11-17T09:50:57.972,skyiptime5g8C3D,58:86:94:e2:8c:3c,-89
2024-11-17T09:50:57.972,SK_WiFiGIGA45CC_5G,04:09:a5:4d:45:ce,-91
2024-11-17T09:50:57.972,bokho_5G,58:86:94:5d:a6:34,-88
2024-11-17T09:50:57.972,U+Net3638_5G,18:c5:01:a7:36:3b,-88
2024-11-17T09:50:57.972,SK_WiFiGIGA1E87_5G,00:23:aa:91:1e:85,-88
2024-11-17T09:50:57.972,SK_WiFiGIGAB0E8_5G,04:09:a5:2f:b0:ea,-95
2024-11-17T09:50:57.972,KT_GiGA_5G_60F7,88:3c:1c:7f:60:fa,-94
2024-11-17T09:50:57.972,KT_GiGA_3533,0c:96:cd:da:35:37,-80
2024-11-17T09:50:57.972,U+Net6A73,1c:a5:32:70:6a:71,-79
2024-11-17T09:50:57.972,ppointmesh,70:5d:cc:a8:d5:56,-94
2024-11-17T09:50:57.972,AT_401_CST_570004_WW_9cfc,1c:39:29:47:9c:fc,-84
2024-11-17T09:50:57.972,SK_WiFiFB82_5G,00:23:aa:43:fb:80,-96
2024-11-17T09:51:11.034,MABE_5G,58:86:94:a7:5e:a0,-92
2024-11-17T09:51:11.034,KT_GiGA_5G_HanOkJip,00:07:89:7d:13:37,-92
2024-11-17T09:51:11.034,KT_GiGA_5G_8F93,50:46:ae:e5:8f:96,-77
2024-11-17T09:51:11.034,U+Net3638,18:c5:01:a7:36:3a,-87
2024-11-17T09:51:11.034,ASUS_kem_dwb,24:4b:fe:2c:73:78,-89
2024-11-17T09:51:11.034,SK_BEB6_5G,28:4e:e9:22:be:b8,-84
2024-11-17T09:51:11.034,Synology Router,8a:36:6c:ca:5e:8c,-82
2024-11-17T09:51:11.034,LUCKY_5G,5a:86:94:c0:02:84,-87
2024-11-17T09:51:11.034,SK_WiFiGIGA45CC_5G,04:09:a5:4d:45:ce,-91
2024-11-17T09:51:11.034,SK_WiFiGIGA1E87_5G,00:23:aa:91:1e:85,-94
2024-11-17T09:51:11.034,SK_WiFiFB82_5G,00:23:aa:43:fb:80,-94
2024-11-17T09:51:11.034,[refrigerator] Samsung,70:2c:1f:5d:17:5a,-87
2024-11-17T09:51:11.034,SK_WiFiGIGA4BD0,00:23:aa:c0:4b:d2,-83
2024-11-17T09:51:11.034,[system a/c]_E30AJT0233050W,bc:10:2f:04:7a:47,-82
2024-11-17T09:51:11.034,bigstar,90:9f:33:16:ce:48,-79
2024-11-17T09:51:11.034,SK_WiFiGIGA4BD0_2.4G,42:23:aa:c0:4b:d2,-84
2024-11-17T09:51:11.034,SK_9CA4_5G,28:4e:e9:0a:9c:a6,-87
2024-11-17T09:51:11.034,KT_GiGA_Mesh_2239,22:ec:72:54:22:3c,-85
2024-11-17T09:51:11.034,LUCKY,58:86:94:80:02:84,-79
2024-11-17T09:51:11.034,KT_GiGA_3D4E,0c:96:cd:bc:3d:52,-81
2024-11-17T09:51:11.034,U+Net9BA8_5G,80:ca:4b:66:9b:ab,-86
2024-11-17T09:51:11.034,SK_WiFiGIGABD0C,00:23:aa:bd:bd:0f,-89
2024-11-17T09:51:11.034,KT_GiGA_Mesh_3D4E,12:96:cd:bc:3d:52,-82
2024-11-17T09:51:11.034,KT_GiGA_5G_311C,50:46:ae:19:31:1f,-93
2024-11-17T09:51:11.034,SK_0A08_2.4G,28:4e:e9:04:0a:0b,-86
2024-11-17T09:51:11.034,KT_GiGA_Mesh_C2B7,12:96:cd:8c:c2:bb,-79
2024-11-17T09:51:11.034,KT_GiGA_5G_17FE,88:3c:1c:53:18:01,-92
2024-11-17T09:51:11.034,A_Brick,72:5d:cc:c1:76:bc,-80
2024-11-17T09:51:11.034,AT_401_CST_570004_WW_9cbe,1c:39:29:47:9c:be,-83
2024-11-17T09:51:11.034,MooN,00:26:66:54:ea:bc,-79
2024-11-17T09:51:11.034,HBjk2G,70:5d:cc:6e:81:f2,-91
2024-11-17T09:51:24.081,MABE_5G,58:86:94:a7:5e:a0,-92
2024-11-17T09:51:24.081,KT_GiGA_5G_8F93,50:46:ae:e5:8f:96,-87
2024-11-17T09:51:24.081,SK_BEB6_5G,28:4e:e9:22:be:b8,-87
2024-11-17T09:51:24.081,U+Net9BA8,80:ca:4b:66:9b:aa,-82
2024-11-17T09:51:24.081,LUCKY_5G,5a:86:94:c0:02:84,-89
2024-11-17T09:51:24.081,U+Net6A73,1c:a5:32:70:6a:71,-81
2024-11-17T09:51:24.081,SK_WiFiFB82_5G,00:23:aa:43:fb:80,-95
